what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1483448784610
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1483448784610
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1483448784611
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1483448784612
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1483448784613
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1483448784613
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1483448784613
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1483448784613
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1483448784614
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1483448784614
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1483448784615
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1483448784621
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1483448784621
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1483448784622
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1483448784622
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1483448784623
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1483448784623
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1483448784623
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1483448784624
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1483448784624
os,sysinfo,,,"win32",1483448784627
arch,sysinfo,,,"x86",1483448784627
ws,sysinfo,,,"win32",1483448784627
locale,sysinfo,,,"en_US",1483448784627
processors,sysinfo,,,"2",1483448784627
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1483448784627
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1483448784627
java.specification.name,sysinfo,,,"Java Platform API Specification",1483448784627
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1483448784627
java.specification.version,sysinfo,,,"1.6",1483448784627
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1483448784627
java.version,sysinfo,,,"1.6.0_23",1483448784627
java.vm.info,sysinfo,,,"mixed mode",1483448784627
